group,video,frame,Nose_x,Nose_y,Nose_conf,Neck_x,Neck_y,Neck_conf,RShoulder_x,RShoulder_y,RShoulder_conf,RElbow_x,RElbow_y,RElbow_conf,RWrist_x,RWrist_y,RWrist_conf,LShoulder_x,LShoulder_y,LShoulder_conf,LElbow_x,LElbow_y,LElbow_conf,LWrist_x,LWrist_y,LWrist_conf,RHip_x,RHip_y,RHip_conf,RKnee_x,RKnee_y,RKnee_conf,RAnkle_x,RAnkle_y,RAnkle_conf,LHip_x,LHip_y,LHip_conf,LKnee_x,LKnee_y,LKnee_conf,LAnkle_x,LAnkle_y,LAnkle_conf,REye_x,REye_y,REye_conf,LEye_x,LEye_y,LEye_conf,REar_x,REar_y,REar_conf,LEar_x,LEar_y,LEar_conf,sample_type,path
8,XS_0807,12648,0,0,0,3.24217,134.361,0.0671662,0,0,0,0,0,0,0,0,0,35.2061,142.164,0.41332,84.7926,389.97,0.387179,3.22859,476.1,0.099505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59415,74.3482,0.127017,high_density,XS_0807/image-12648.jpg
8,XS_0807,12659,0,0,0,2.59212,37.8374,0.0747805,0,0,0,0,0,0,0,0,0,53.4901,45.6155,0.380554,118.657,277.847,0.524872,3.22709,380.894,0.182279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,high_density,XS_0807/image-12659.jpg
8,XS_0807,16138,153.918,131.749,0.670946,127.836,202.17,0.315642,3.23481,147.39,0.156665,0,0,0,0,0,0,268.7,232.164,0.324042,314.346,449.994,0.39537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.19,88.7201,0.833609,204.792,118.727,0.691566,93.8997,74.3204,0.632312,253.042,135.636,0.649964,random,XS_0807/image-16138.jpg
8,XS_0807,16150,0,0,0,144.784,70.4451,0.30697,2.59669,32.6161,0.210231,0,0,0,0,0,0,284.352,88.6852,0.308952,340.454,310.452,0.416584,254.319,448.671,0.0634778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,high_density,XS_0807/image-16150.jpg
8,XS_0807,16184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302.611,3.23046,0.0905294,350.883,213.918,0.334155,268.694,340.422,0.0522488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,high_density,XS_0807/image-16184.jpg
8,XS_0807,16807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,random,XS_0807/image-16807.jpg
8,XS_0807,19121,363.905,67.8026,0.633804,286.93,181.297,0.413863,139.575,123.914,0.238185,3.22954,217.827,0.113142,0,0,0,418.675,213.911,0.45168,469.577,379.537,0.447741,597.403,396.521,0.240212,134.355,390.003,0.0620584,0,0,0,0,0,0,234.778,420.002,0.0636773,0,0,0,0,0,0,339.1,22.1857,0.555048,403.09,53.4621,0.74585,273.926,16.9566,0.471917,433.069,78.2662,0.697667,high_density,XS_0807/image-19121.jpg
8,XS_0811,01348,0,0,0,0,0,0,99.1422,121.306,0.346437,99.1419,142.186,0.199139,108.258,159.124,0.239953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,high_density,XS_0811/image-01348.jpg
8,XS_0811,02001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,random,XS_0811/image-02001.jpg
8,XS_0811,02231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,random,XS_0811/image-02231.jpg
8,XS_0811,02742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,random,XS_0811/image-02742.jpg
8,XS_0811,03688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,random,XS_0811/image-03688.jpg
8,XS_0811,07045,431.771,15.6361,0.805088,369.111,27.3877,0.262956,354.781,13.0292,0.274307,442.144,88.7286,0.670617,515.233,151.335,0.623955,379.56,52.1701,0.184392,389.964,121.284,0.525374,448.715,156.5,0.700464,283.049,194.351,0.220675,296.1,348.251,0.309557,276.531,476.122,0.0684515,350.863,203.48,0.148347,328.725,346.928,0.0784247,0,0,0,431.726,3.22746,0.634486,443.436,10.414,0.568646,0,0,0,0,0,0,high_density,XS_0811/image-07045.jpg
8,XS_0811,07071,370.409,13.0136,0.42662,313.058,44.3335,0.652581,275.221,24.7691,0.548201,232.136,116.065,0.686957,348.297,134.351,0.697286,350.9,61.316,0.599736,346.96,130.456,0.0981291,382.189,143.473,0.196456,223.028,253.048,0.291244,226.968,410.871,0.267359,0,0,0,307.841,255.648,0.277609,297.363,433.046,0.324303,0,0,0,366.503,3.24748,0.176841,376.96,3.21909,0.213855,0,0,0,0,0,0,high_density,XS_0811/image-07071.jpg
8,XS_0811,07098,266.045,57.3773,0.829539,271.301,151.304,0.612336,160.433,163.045,0.513486,130.469,296.038,0.568334,181.292,371.749,0.276223,383.477,142.177,0.449369,421.325,275.199,0.580311,380.875,349.557,0.269029,226.94,380.864,0.124141,0,0,0,0,0,0,337.832,344.351,0.0968085,0,0,0,0,0,0,241.297,36.5337,0.816407,289.548,36.5752,0.802224,206.067,48.3004,0.778483,320.855,49.5557,0.722511,high_density,XS_0811/image-07098.jpg
8,XS_0811,07262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,random,XS_0811/image-07262.jpg
8,XS_0811,08161,0,0,0,193.032,140.927,0.723613,233.498,140.859,0.582243,275.229,206.083,0.348605,288.249,237.399,0.056458,151.333,140.931,0.739127,131.744,212.607,0.504217,123.928,264.81,0.304484,234.764,266.09,0.375159,0,0,0,0,0,0,169.579,272.59,0.407596,0,0,0,0,0,0,0,0,0,0,0,0,221.728,110.877,0.23606,185.208,109.577,0.221491,high_density,XS_0811/image-08161.jpg
8,XS_0811,08773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,random,XS_0811/image-08773.jpg
8,XS_0811,09769,340.415,97.8295,0.795435,339.144,279.145,0.332918,232.175,285.657,0.093138,0,0,0,0,0,0,477.397,256.949,0.273975,509.998,413.471,0.369066,331.312,349.544,0.129806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307.834,79.5522,0.861003,373.034,87.3894,0.791245,255.658,130.45,0.738462,409.558,120.025,0.577972,high_density,XS_0811/image-09769.jpg
8,XS_0811,10019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,random,XS_0811/image-10019.jpg
8,XS_0811,12140,583.047,273.923,0.0701545,576.521,289.562,0.0780101,0,0,0,0,0,0,0,0,0,603.914,288.256,0.0619559,667.836,305.241,0.651037,622.184,277.823,0.475705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,high_density,XS_0811/image-12140.jpg
8,XS_0814,02125,536.097,275.186,0.421546,575.2,319.598,0.710591,509.99,333.925,0.58419,558.247,406.944,0.357052,560.855,320.886,0.376893,635.208,306.539,0.629766,620.922,391.345,0.565807,588.226,315.661,0.535577,572.615,456.528,0.16448,468.251,476.098,0.125414,0,0,0,654.791,448.705,0.214801,0,0,0,0,0,0,525.655,267.398,0.499593,540.02,258.249,0.411409,517.868,279.136,0.145415,586.948,266.132,0.727406,high_density,XS_0814/image-02125.jpg
8,XS_0814,02161,400.46,382.211,0.817121,412.163,405.649,0.666665,343.036,419.988,0.587259,0,0,0,0,0,0,483.909,400.425,0.621093,455.24,476.112,0.296092,451.277,396.538,0.621289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382.205,370.401,0.856945,413.468,369.058,0.864669,365.208,370.465,0.376595,438.251,360.039,0.556217,high_density,XS_0814/image-02161.jpg
